,start_time,end_time,consumption,type
176,2023-12-17 20:00:00-05:00,2023-12-17 20:15:00-05:00,0.954,ELEC
177,2023-12-17 20:15:00-05:00,2023-12-17 20:30:00-05:00,1.476,ELEC
178,2023-12-17 20:30:00-05:00,2023-12-17 20:45:00-05:00,1.215,ELEC
179,2023-12-17 20:45:00-05:00,2023-12-17 21:00:00-05:00,0.918,ELEC
180,2023-12-17 21:00:00-05:00,2023-12-17 21:15:00-05:00,0.555,ELEC
181,2023-12-17 21:15:00-05:00,2023-12-17 21:30:00-05:00,0.531,ELEC
182,2023-12-17 21:30:00-05:00,2023-12-17 21:45:00-05:00,0.639,ELEC
183,2023-12-17 21:45:00-05:00,2023-12-17 22:00:00-05:00,1.05,ELEC
184,2023-12-17 22:00:00-05:00,2023-12-17 22:15:00-05:00,0.513,ELEC
185,2023-12-17 22:15:00-05:00,2023-12-17 22:30:00-05:00,0.501,ELEC
186,2023-12-17 22:30:00-05:00,2023-12-17 22:45:00-05:00,0.489,ELEC
187,2023-12-17 22:45:00-05:00,2023-12-17 23:00:00-05:00,0.474,ELEC
188,2023-12-17 23:00:00-05:00,2023-12-17 23:15:00-05:00,0.528,ELEC
189,2023-12-17 23:15:00-05:00,2023-12-17 23:30:00-05:00,0.489,ELEC
190,2023-12-17 23:30:00-05:00,2023-12-17 23:45:00-05:00,0.426,ELEC
191,2023-12-17 23:45:00-05:00,2023-12-18 00:00:00-05:00,0.354,ELEC
192,2023-12-18 00:00:00-05:00,2023-12-18 00:15:00-05:00,0.354,ELEC
193,2023-12-18 00:15:00-05:00,2023-12-18 00:30:00-05:00,0.384,ELEC
194,2023-12-18 00:30:00-05:00,2023-12-18 00:45:00-05:00,0.375,ELEC
195,2023-12-18 00:45:00-05:00,2023-12-18 01:00:00-05:00,0.366,ELEC
196,2023-12-18 01:00:00-05:00,2023-12-18 01:15:00-05:00,0.402,ELEC
197,2023-12-18 01:15:00-05:00,2023-12-18 01:30:00-05:00,0.387,ELEC
198,2023-12-18 01:30:00-05:00,2023-12-18 01:45:00-05:00,0.381,ELEC
199,2023-12-18 01:45:00-05:00,2023-12-18 02:00:00-05:00,0.372,ELEC
200,2023-12-18 02:00:00-05:00,2023-12-18 02:15:00-05:00,0.36,ELEC
201,2023-12-18 02:15:00-05:00,2023-12-18 02:30:00-05:00,0.36,ELEC
202,2023-12-18 02:30:00-05:00,2023-12-18 02:45:00-05:00,0.339,ELEC
203,2023-12-18 02:45:00-05:00,2023-12-18 03:00:00-05:00,0.408,ELEC
204,2023-12-18 03:00:00-05:00,2023-12-18 03:15:00-05:00,0.375,ELEC
205,2023-12-18 03:15:00-05:00,2023-12-18 03:30:00-05:00,0.375,ELEC
206,2023-12-18 03:30:00-05:00,2023-12-18 03:45:00-05:00,0.387,ELEC
207,2023-12-18 03:45:00-05:00,2023-12-18 04:00:00-05:00,0.405,ELEC
208,2023-12-18 04:00:00-05:00,2023-12-18 04:15:00-05:00,0.363,ELEC
209,2023-12-18 04:15:00-05:00,2023-12-18 04:30:00-05:00,0.336,ELEC
210,2023-12-18 04:30:00-05:00,2023-12-18 04:45:00-05:00,0.345,ELEC
211,2023-12-18 04:45:00-05:00,2023-12-18 05:00:00-05:00,0.381,ELEC
212,2023-12-18 05:00:00-05:00,2023-12-18 05:15:00-05:00,0.366,ELEC
213,2023-12-18 05:15:00-05:00,2023-12-18 05:30:00-05:00,0.474,ELEC
214,2023-12-18 05:30:00-05:00,2023-12-18 05:45:00-05:00,0.357,ELEC
215,2023-12-18 05:45:00-05:00,2023-12-18 06:00:00-05:00,0.318,ELEC
216,2023-12-18 06:00:00-05:00,2023-12-18 06:15:00-05:00,0.633,ELEC
217,2023-12-18 06:15:00-05:00,2023-12-18 06:30:00-05:00,0.459,ELEC
218,2023-12-18 06:30:00-05:00,2023-12-18 06:45:00-05:00,0.939,ELEC
219,2023-12-18 06:45:00-05:00,2023-12-18 07:00:00-05:00,0.696,ELEC
220,2023-12-18 07:00:00-05:00,2023-12-18 07:15:00-05:00,1.44,ELEC
221,2023-12-18 07:15:00-05:00,2023-12-18 07:30:00-05:00,0.75,ELEC
222,2023-12-18 07:30:00-05:00,2023-12-18 07:45:00-05:00,0.795,ELEC
223,2023-12-18 07:45:00-05:00,2023-12-18 08:00:00-05:00,1.347,ELEC
224,2023-12-18 08:00:00-05:00,2023-12-18 08:15:00-05:00,1.065,ELEC
225,2023-12-18 08:15:00-05:00,2023-12-18 08:30:00-05:00,0.84,ELEC
226,2023-12-18 08:30:00-05:00,2023-12-18 08:45:00-05:00,0.957,ELEC
227,2023-12-18 08:45:00-05:00,2023-12-18 09:00:00-05:00,1.107,ELEC
228,2023-12-18 09:00:00-05:00,2023-12-18 09:15:00-05:00,0.774,ELEC
229,2023-12-18 09:15:00-05:00,2023-12-18 09:30:00-05:00,0.768,ELEC
230,2023-12-18 09:30:00-05:00,2023-12-18 09:45:00-05:00,0.93,ELEC
231,2023-12-18 09:45:00-05:00,2023-12-18 10:00:00-05:00,0.786,ELEC
232,2023-12-18 10:00:00-05:00,2023-12-18 10:15:00-05:00,0.789,ELEC
233,2023-12-18 10:15:00-05:00,2023-12-18 10:30:00-05:00,0.873,ELEC
234,2023-12-18 10:30:00-05:00,2023-12-18 10:45:00-05:00,0.969,ELEC
235,2023-12-18 10:45:00-05:00,2023-12-18 11:00:00-05:00,0.855,ELEC
236,2023-12-18 11:00:00-05:00,2023-12-18 11:15:00-05:00,1.143,ELEC
237,2023-12-18 11:15:00-05:00,2023-12-18 11:30:00-05:00,0.921,ELEC
238,2023-12-18 11:30:00-05:00,2023-12-18 11:45:00-05:00,0.861,ELEC
239,2023-12-18 11:45:00-05:00,2023-12-18 12:00:00-05:00,1.092,ELEC
240,2023-12-18 12:00:00-05:00,2023-12-18 12:15:00-05:00,0.846,ELEC
241,2023-12-18 12:15:00-05:00,2023-12-18 12:30:00-05:00,0.759,ELEC
242,2023-12-18 12:30:00-05:00,2023-12-18 12:45:00-05:00,0.897,ELEC
243,2023-12-18 12:45:00-05:00,2023-12-18 13:00:00-05:00,0.813,ELEC
244,2023-12-18 13:00:00-05:00,2023-12-18 13:15:00-05:00,0.87,ELEC
245,2023-12-18 13:15:00-05:00,2023-12-18 13:30:00-05:00,0.975,ELEC
246,2023-12-18 13:30:00-05:00,2023-12-18 13:45:00-05:00,0.918,ELEC
247,2023-12-18 13:45:00-05:00,2023-12-18 14:00:00-05:00,0.906,ELEC
248,2023-12-18 14:00:00-05:00,2023-12-18 14:15:00-05:00,1.002,ELEC
249,2023-12-18 14:15:00-05:00,2023-12-18 14:30:00-05:00,0.978,ELEC
250,2023-12-18 14:30:00-05:00,2023-12-18 14:45:00-05:00,0.906,ELEC
251,2023-12-18 14:45:00-05:00,2023-12-18 15:00:00-05:00,1.164,ELEC
252,2023-12-18 15:00:00-05:00,2023-12-18 15:15:00-05:00,1.047,ELEC
253,2023-12-18 15:15:00-05:00,2023-12-18 15:30:00-05:00,1.095,ELEC
254,2023-12-18 15:30:00-05:00,2023-12-18 15:45:00-05:00,0.849,ELEC
255,2023-12-18 15:45:00-05:00,2023-12-18 16:00:00-05:00,1.062,ELEC
256,2023-12-18 16:00:00-05:00,2023-12-18 16:15:00-05:00,1.095,ELEC
257,2023-12-18 16:15:00-05:00,2023-12-18 16:30:00-05:00,1.008,ELEC
258,2023-12-18 16:30:00-05:00,2023-12-18 16:45:00-05:00,1.044,ELEC
259,2023-12-18 16:45:00-05:00,2023-12-18 17:00:00-05:00,1.512,ELEC
260,2023-12-18 17:00:00-05:00,2023-12-18 17:15:00-05:00,1.503,ELEC
261,2023-12-18 17:15:00-05:00,2023-12-18 17:30:00-05:00,1.023,ELEC
262,2023-12-18 17:30:00-05:00,2023-12-18 17:45:00-05:00,1.221,ELEC
263,2023-12-18 17:45:00-05:00,2023-12-18 18:00:00-05:00,1.26,ELEC
264,2023-12-18 18:00:00-05:00,2023-12-18 18:15:00-05:00,1.23,ELEC
265,2023-12-18 18:15:00-05:00,2023-12-18 18:30:00-05:00,1.143,ELEC
266,2023-12-18 18:30:00-05:00,2023-12-18 18:45:00-05:00,1.017,ELEC
267,2023-12-18 18:45:00-05:00,2023-12-18 19:00:00-05:00,0.945,ELEC
268,2023-12-18 19:00:00-05:00,2023-12-18 19:15:00-05:00,1.005,ELEC
269,2023-12-18 19:15:00-05:00,2023-12-18 19:30:00-05:00,1.701,ELEC
270,2023-12-18 19:30:00-05:00,2023-12-18 19:45:00-05:00,0.927,ELEC
271,2023-12-18 19:45:00-05:00,2023-12-18 20:00:00-05:00,0.912,ELEC
272,2023-12-18 20:00:00-05:00,2023-12-18 20:15:00-05:00,1.464,ELEC
273,2023-12-18 20:15:00-05:00,2023-12-18 20:30:00-05:00,1.446,ELEC
274,2023-12-18 20:30:00-05:00,2023-12-18 20:45:00-05:00,0.807,ELEC
275,2023-12-18 20:45:00-05:00,2023-12-18 21:00:00-05:00,0.78,ELEC
276,2023-12-18 21:00:00-05:00,2023-12-18 21:15:00-05:00,0.774,ELEC
277,2023-12-18 21:15:00-05:00,2023-12-18 21:30:00-05:00,1.542,ELEC
278,2023-12-18 21:30:00-05:00,2023-12-18 21:45:00-05:00,0.648,ELEC
